state,state_abbr,event_title,event_start_date,event_end_date,event_type,summary,dashboard_relevance,source_name,source_url,source_type,scraped_text_excerpt,confidence,proposed_blurb,review_status,date_accessed,notes,context_priority,state_specificity,verification_status,app_candidate,approval_recommendation
Alabama,AL,Approved Section 1115 demonstration: Alabama Community Waiver Program,,9/30/2026,waiver,"KFF tracks Alabama Community Waiver Program as an approved Section 1115 Medicaid waiver for Alabama, with expiration date 9/30/2026. Tracked provisions include expanded eligibility groups.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,medium,"Alabama has an approved Section 1115 demonstration, Alabama Community Waiver Program, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation. Second stricter pass: KFF-only row downgraded; needs official CMS/state source and clearer feature description before app use.,needs_second_pass,state_specific,verified_reputable_secondary,no,needs_more_research
Arkansas,AR,Approved Section 1115 demonstration: Arkansas Health and Opportunity for me (ARHOME),,12/31/2026,waiver,"KFF tracks Arkansas Health and Opportunity for me (ARHOME) as an approved Section 1115 Medicaid waiver for Arkansas, with expiration date 12/31/2026. Tracked provisions include expanded eligibility groups and eligibility/enrollment restrictions and SDOH provisions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,medium,"Arkansas has an approved Section 1115 demonstration, Arkansas Health and Opportunity for me (ARHOME), active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation.,background_context,state_specific,verified_reputable_secondary,no,background_only
Arizona,AZ,Approved Section 1115 demonstration: Arizona Health Care Cost Containment System,,9/30/2027,waiver,"KFF tracks Arizona Health Care Cost Containment System as an approved Section 1115 Medicaid waiver for Arizona, with expiration date 9/30/2027. Tracked provisions include expanded eligibility groups and eligibility/enrollment restrictions and SDOH provisions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,medium,"Arizona has an approved Section 1115 demonstration, Arizona Health Care Cost Containment System, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation. Second stricter pass: KFF-only row downgraded; needs official CMS/state source and clearer feature description before app use.,needs_second_pass,state_specific,verified_reputable_secondary,no,needs_more_research
California,CA,Approved Section 1115 demonstration: California Advancing and Innovating Medi-Cal (CalAIM),,12/31/2026,waiver,"KFF tracks California Advancing and Innovating Medi-Cal (CalAIM) as an approved Section 1115 Medicaid waiver for California, with expiration date 12/31/2026. Tracked provisions include expanded eligibility groups and other eligibility/enrollment expansions and SDOH provisions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,medium,"California has an approved Section 1115 demonstration, California Advancing and Innovating Medi-Cal (CalAIM), active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation.,background_context,state_specific,verified_reputable_secondary,no,background_only
Colorado,CO,Approved Section 1115 demonstration: Expanding the Substance Use Disorder Continuum of Care,,6/30/2026,waiver,"KFF tracks Expanding the Substance Use Disorder Continuum of Care as an approved Section 1115 Medicaid waiver for Colorado, with expiration date 6/30/2026. Tracked provisions include expanded eligibility groups and other eligibility/enrollment expansions and SDOH provisions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,medium,"Colorado has an approved Section 1115 demonstration, Expanding the Substance Use Disorder Continuum of Care, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation. Second stricter pass: KFF-only row downgraded; needs official CMS/state source and clearer feature description before app use.,needs_second_pass,state_specific,verified_reputable_secondary,no,needs_more_research
Connecticut,CT,Approved Section 1115 demonstration: Covered Connecticut,,12/31/2027,waiver,"KFF tracks Covered Connecticut as an approved Section 1115 Medicaid waiver for Connecticut, with expiration date 12/31/2027. Tracked provisions include other eligibility/enrollment expansions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,medium,"Connecticut has an approved Section 1115 demonstration, Covered Connecticut, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation. Second stricter pass: KFF-only row downgraded; needs official CMS/state source and clearer feature description before app use.,needs_second_pass,state_specific,verified_reputable_secondary,no,needs_more_research
District of Columbia,DC,Approved Section 1115 demonstration: District of Columbia Section 1115 Medicaid Behavioral Health Transformation,,12/31/2026,waiver,"KFF tracks District of Columbia Section 1115 Medicaid Behavioral Health Transformation as an approved Section 1115 Medicaid waiver for District of Columbia, with expiration date 12/31/2026. Tracked provisions include benefit expansions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,low,"District of Columbia has an approved Section 1115 demonstration, District of Columbia Section 1115 Medicaid Behavioral Health Transformation, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation.,needs_second_pass,state_specific,verified_reputable_secondary,no,background_only
Delaware,DE,Approved Section 1115 demonstration: Delaware Diamond State Health Plan,,12/31/2028,waiver,"KFF tracks Delaware Diamond State Health Plan as an approved Section 1115 Medicaid waiver for Delaware, with expiration date 12/31/2028. Tracked provisions include SDOH provisions and benefit expansions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,low,"Delaware has an approved Section 1115 demonstration, Delaware Diamond State Health Plan, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation.,needs_second_pass,state_specific,verified_reputable_secondary,no,background_only
Florida,FL,Approved Section 1115 demonstration: Florida Managed Medical Assistance,,6/30/2030,waiver,"KFF tracks Florida Managed Medical Assistance as an approved Section 1115 Medicaid waiver for Florida, with expiration date 6/30/2030. Tracked provisions include expanded eligibility groups and eligibility/enrollment restrictions and SDOH provisions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,medium,"Florida has an approved Section 1115 demonstration, Florida Managed Medical Assistance, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation. Second stricter pass: KFF-only row downgraded; needs official CMS/state source and clearer feature description before app use. Batch 1 manual follow-up queue; does not block later batches.,needs_second_pass,state_specific,verified_reputable_secondary,no,needs_more_research
Georgia,GA,Approved Section 1115 demonstration: Pathways to Coverage,,12/31/2026,work requirement,"KFF tracks Pathways to Coverage as an approved Section 1115 Medicaid waiver for Georgia, with expiration date 12/31/2026. Tracked provisions include expanded eligibility groups and eligibility/enrollment restrictions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,medium,"Georgia has an approved Section 1115 demonstration, Pathways to Coverage, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation. Second stricter pass: KFF-only row downgraded; needs official CMS/state source and clearer feature description before app use.,needs_second_pass,state_specific,verified_reputable_secondary,no,needs_more_research
Hawaii,HI,Approved Section 1115 demonstration: Hawaii QUEST Integration,,12/31/2029,waiver,"KFF tracks Hawaii QUEST Integration as an approved Section 1115 Medicaid waiver for Hawaii, with expiration date 12/31/2029. Tracked provisions include expanded eligibility groups and other eligibility/enrollment expansions and SDOH provisions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,medium,"Hawaii has an approved Section 1115 demonstration, Hawaii QUEST Integration, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation. Second stricter pass: KFF-only row downgraded; needs official CMS/state source and clearer feature description before app use.,needs_second_pass,state_specific,verified_reputable_secondary,no,needs_more_research
Iowa,IA,Approved Section 1115 demonstration: Iowa Wellness Plan,,12/31/2026,waiver,"KFF tracks Iowa Wellness Plan as an approved Section 1115 Medicaid waiver for Iowa, with expiration date 12/31/2026. Tracked provisions include eligibility/enrollment restrictions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,medium,"Iowa has an approved Section 1115 demonstration, Iowa Wellness Plan, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation. Second stricter pass: KFF-only row downgraded; needs official CMS/state source and clearer feature description before app use.,needs_second_pass,state_specific,verified_reputable_secondary,no,needs_more_research
Idaho,ID,Approved Section 1115 demonstration: Idaho Behavioral Health Transformation,,9/30/2026,waiver,"KFF tracks Idaho Behavioral Health Transformation as an approved Section 1115 Medicaid waiver for Idaho, with expiration date 9/30/2026. Tracked provisions include benefit expansions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,low,"Idaho has an approved Section 1115 demonstration, Idaho Behavioral Health Transformation, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation.,needs_second_pass,state_specific,verified_reputable_secondary,no,background_only
Illinois,IL,Approved Section 1115 demonstration: Continuity of Care and Administrative Simplification,,12/31/2026,waiver,"KFF tracks Continuity of Care and Administrative Simplification as an approved Section 1115 Medicaid waiver for Illinois, with expiration date 12/31/2026. Tracked provisions include expanded eligibility groups and other eligibility/enrollment expansions and eligibility/enrollment restrictions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,medium,"Illinois has an approved Section 1115 demonstration, Continuity of Care and Administrative Simplification, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation. Second stricter pass: KFF-only row downgraded; needs official CMS/state source and clearer feature description before app use.,needs_second_pass,state_specific,verified_reputable_secondary,no,needs_more_research
Indiana,IN,Approved Section 1115 demonstration: Healthy Indiana Plan (HIP) 2.0,,12/31/2026,waiver,"KFF tracks Healthy Indiana Plan (HIP) 2.0 as an approved Section 1115 Medicaid waiver for Indiana, with expiration date 12/31/2026. Tracked provisions include benefit expansions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,low,"Indiana has an approved Section 1115 demonstration, Healthy Indiana Plan (HIP) 2.0, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation.,needs_second_pass,state_specific,verified_reputable_secondary,no,background_only
Kansas,KS,Approved Section 1115 demonstration: KanCare,,12/31/2028,waiver,"KFF tracks KanCare as an approved Section 1115 Medicaid waiver for Kansas, with expiration date 12/31/2028. Tracked provisions include other eligibility/enrollment expansions and benefit expansions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,medium,"Kansas has an approved Section 1115 demonstration, KanCare, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation. Second stricter pass: KFF-only row downgraded; needs official CMS/state source and clearer feature description before app use.,needs_second_pass,state_specific,verified_reputable_secondary,no,needs_more_research
Kentucky,KY,Approved Section 1115 demonstration: TeamKY,,12/31/2029,waiver,"KFF tracks TeamKY as an approved Section 1115 Medicaid waiver for Kentucky, with expiration date 12/31/2029. Tracked provisions include expanded eligibility groups and SDOH provisions and benefit expansions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,medium,"Kentucky has an approved Section 1115 demonstration, TeamKY, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation. Second stricter pass: KFF-only row downgraded; needs official CMS/state source and clearer feature description before app use.,needs_second_pass,state_specific,verified_reputable_secondary,no,needs_more_research
Louisiana,LA,Approved Section 1115 demonstration: Healthy Louisiana Substance Use Disorder,,12/31/2027,waiver,"KFF tracks Healthy Louisiana Substance Use Disorder as an approved Section 1115 Medicaid waiver for Louisiana, with expiration date 12/31/2027. Tracked provisions include benefit expansions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,low,"Louisiana has an approved Section 1115 demonstration, Healthy Louisiana Substance Use Disorder, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation.,needs_second_pass,state_specific,verified_reputable_secondary,no,background_only
Massachusetts,MA,Approved Section 1115 demonstration: MassHealth,,9/30/2027,waiver,"KFF tracks MassHealth as an approved Section 1115 Medicaid waiver for Massachusetts, with expiration date 9/30/2027. Tracked provisions include expanded eligibility groups and other eligibility/enrollment expansions and SDOH provisions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,medium,"Massachusetts has an approved Section 1115 demonstration, MassHealth, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation. Second stricter pass: KFF-only row downgraded; needs official CMS/state source and clearer feature description before app use.,needs_second_pass,state_specific,verified_reputable_secondary,no,needs_more_research
Maryland,MD,Approved Section 1115 demonstration: Maryland Health Choice,,12/31/2026,waiver,"KFF tracks Maryland Health Choice as an approved Section 1115 Medicaid waiver for Maryland, with expiration date 12/31/2026. Tracked provisions include expanded eligibility groups and SDOH provisions and benefit expansions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,medium,"Maryland has an approved Section 1115 demonstration, Maryland Health Choice, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation. Second stricter pass: KFF-only row downgraded; needs official CMS/state source and clearer feature description before app use.,needs_second_pass,state_specific,verified_reputable_secondary,no,needs_more_research
Maine,ME,Approved Section 1115 demonstration: Maine Section 1115 Demonstration for Individuals with HIV/AIDS,,12/31/2028,waiver,"KFF tracks Maine Section 1115 Demonstration for Individuals with HIV/AIDS as an approved Section 1115 Medicaid waiver for Maine, with expiration date 12/31/2028. Tracked provisions include expanded eligibility groups.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,medium,"Maine has an approved Section 1115 demonstration, Maine Section 1115 Demonstration for Individuals with HIV/AIDS, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation. Second stricter pass: KFF-only row downgraded; needs official CMS/state source and clearer feature description before app use.,needs_second_pass,state_specific,verified_reputable_secondary,no,needs_more_research
Michigan,MI,Approved Section 1115 demonstration: Flint MI,,9/30/2026,waiver,"KFF tracks Flint MI as an approved Section 1115 Medicaid waiver for Michigan, with expiration date 9/30/2026. Tracked provisions include expanded eligibility groups.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,medium,"Michigan has an approved Section 1115 demonstration, Flint MI, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation. Second stricter pass: KFF-only row downgraded; needs official CMS/state source and clearer feature description before app use. Batch 1 manual follow-up queue; does not block later batches.,needs_second_pass,state_specific,verified_reputable_secondary,no,needs_more_research
Minnesota,MN,Approved Section 1115 demonstration: Minnesota Prepaid Medical Assistance Project Plus,,12/31/2028,waiver,"KFF tracks Minnesota Prepaid Medical Assistance Project Plus as an approved Section 1115 Medicaid waiver for Minnesota, with expiration date 12/31/2028. Tracked provisions include expanded eligibility groups and other eligibility/enrollment expansions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,medium,"Minnesota has an approved Section 1115 demonstration, Minnesota Prepaid Medical Assistance Project Plus, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation. Second stricter pass: KFF-only row downgraded; needs official CMS/state source and clearer feature description before app use.,needs_second_pass,state_specific,verified_reputable_secondary,no,needs_more_research
Missouri,MO,Approved Section 1115 demonstration: Missouri Substance Use Disorder & Serious Mental Illness,,12/31/2028,waiver,"KFF tracks Missouri Substance Use Disorder & Serious Mental Illness as an approved Section 1115 Medicaid waiver for Missouri, with expiration date 12/31/2028. Tracked provisions include benefit expansions.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,low,"Missouri has an approved Section 1115 demonstration, Missouri Substance Use Disorder & Serious Mental Illness, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation.,needs_second_pass,state_specific,verified_reputable_secondary,no,background_only
Mississippi,MS,Approved Section 1115 demonstration: Healthier Mississippi,,9/30/2029,waiver,"KFF tracks Healthier Mississippi as an approved Section 1115 Medicaid waiver for Mississippi, with expiration date 9/30/2029. Tracked provisions include expanded eligibility groups.","State-specific waiver context may help explain differences in eligibility, enrollment, benefits, or delivery-system features, but should be verified against CMS/state documents before public dashboard use.",KFF Medicaid Waiver Tracker; verify with Medicaid.gov Section 1115 demonstration list,https://www.kff.org/medicaid/medicaid-waiver-tracker-approved-and-pending-section-1115-waivers-by-state/,kff,,medium,"Mississippi has an approved Section 1115 demonstration, Healthier Mississippi, active in the current policy environment. This may help contextualize state-specific Medicaid program design when interpreting enrollment and operations trends; verify CMS/state demonstration documents before using visible dashboard text.",needs_review,2026-06-22,Second-pass KFF waiver tracker candidate. KFF states tracker reflects waivers posted to Medicaid.gov; use as candidate and verify official CMS/state waiver documents before app implementation. Second stricter pass: KFF-only row downgraded; needs official CMS/state source and clearer feature description before app use.,needs_second_pass,state_specific,verified_reputable_secondary,no,needs_more_research
